Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,6,943.0999999998604,859.9999999999999,304.2949192431123,1021.8033988749896,667.7113032590307,998,559,397.8087581473094,-108.99443183890229,1
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,7,733.9000000001397,1021.8033988749896,667.7113032590307,939.0943073464692,278.5956209263453,948,373,397.8087581473094,-94.1930145071589,0
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,8,682.0999999998603,939.0943073464692,278.5956209263453,939.0943073464692,676.4043790736547,946,579,397.8087581473094,-97.4043790736547,0
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,9,631.6000000000931,939.0943073464692,676.4043790736547,1021.8033988749894,287.28869674096927,984,376,397.8087581473094,-94.63251701954717,0
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,10,663.3999999999069,1021.8033988749894,287.28869674096927,860.0,650.7050807568878,917,547,397.8087581473094,-117.92329411523455,1
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,11,810.9000000001397,860.0,650.7050807568878,1093.8261212717716,328.8710349045211,1032,404,397.8087581473095,-97.12109182203804,0
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,12,922.1999999999534,1093.8261212717716,328.8710349045211,798.1966011250106,595.0570504584946,884,528,397.8087581473093,-108.63427671625026,1
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,13,772.8000000000466,798.1966011250106,595.0570504584946,1142.7090915285205,396.15267138484,1057,447,397.8087581473093,-99.64991490656416,1
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,14,791.6999999999534,1142.7090915285205,396.15267138484,764.3704798532389,519.0823381635519,855,489,397.8087581473094,-95.4897494273516,0
P0,S4,C2,Dominant,Mouse,God,400,50,15,0,15,743.3999999999069,764.3704798532389,519.0823381635519,1160.0,477.5,1082,487,397.8087581473093,-78.565728239768,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,1,383.30000000004657,1160.0,477.5,764.3704798532389,435.9176618364481,858,462,397.8087581473093,-95.84295456544218,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,2,501.69999999995343,764.3704798532389,435.9176618364481,1142.7090915285205,558.84732861516,1058,517,397.8087581473095,-93.49466919891928,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,3,491.89999999990687,1142.7090915285205,558.84732861516,798.1966011250105,359.9429495415054,865,421,397.8087581473094,-88.38196571413299,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,4,582.1000000000931,798.1966011250105,359.9429495415054,1093.8261212717716,626.1289650954789,1037,557,397.8087581473093,-88.48634430636604,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,5,451.89999999990687,1093.8261212717716,626.1289650954789,859.9999999999999,304.2949192431123,904,374,397.8087581473094,-82.25514602746915,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,6,412.0,859.9999999999999,304.2949192431123,1021.8033988749896,667.7113032590307,996,586,397.8087581473094,-85.14217776870366,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,7,343.0,1021.8033988749896,667.7113032590307,939.0943073464692,278.5956209263453,948,365,397.8087581473094,-86.36783370128843,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,8,381.4000000001397,939.0943073464692,278.5956209263453,939.0943073464692,676.4043790736547,956,567,397.8087581473094,-109.40437907365468,1
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,9,343.5999999998603,939.0943073464692,676.4043790736547,1021.8033988749894,287.28869674096927,997,373,397.8087581473094,-88.99522223671488,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,10,321.0,1021.8033988749894,287.28869674096927,860.0,650.7050807568878,914,566,397.8087581473094,-99.34572049079772,1
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,11,343.20000000018626,860.0,650.7050807568878,1093.8261212717716,328.8710349045211,1042,389,397.8087581473095,-79.10798438348907,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,12,340.79999999981374,1093.8261212717716,328.8710349045211,798.1966011250106,595.0570504584946,887,545,397.8087581473093,-99.48849088458188,1
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,13,431.9000000001397,798.1966011250106,595.0570504584946,1142.7090915285205,396.15267138484,1065,429,397.8087581473093,-83.72171167628863,0
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,14,392.0999999998603,1142.7090915285205,396.15267138484,764.3704798532389,519.0823381635519,871,492,397.8087581473094,-109.77960270494924,1
P0,S5,C1,Dominant,Mouse,God,400,50,15,0,15,463.0,764.3704798532389,519.0823381635519,1160.0,477.5,1067,481,397.8087581473093,-92.85638589068624,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,1,914.9000000357628,956.0,414.0,560.3704798532389,372.4176618364481,591,383,397.8087581473093,-31.567883976592327,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,2,696.3000000119209,560.3704798532389,372.4176618364481,938.7090915285202,495.34732861516005,906,479,397.8087581473093,-36.159796995010026,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,3,889.2999999523163,938.7090915285202,495.34732861516005,594.1966011250105,296.4429495415054,637,313,397.8087581473093,-45.34735602330649,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,4,876.0,594.1966011250105,296.4429495415054,889.8261212717716,562.6289650954789,871,537,397.8087581473093,-31.139659561614724,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,5,892.4000000357628,889.8261212717716,562.6289650954789,655.9999999999999,240.79491924311236,679,279,397.8087581473094,-44.42762040651639,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,6,873.0999999642372,655.9999999999999,240.79491924311236,817.8033988749895,604.2113032590307,800,554,397.8087581473094,-53.111602708355385,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,7,1307.300000011921,817.8033988749895,604.2113032590307,735.0943073464693,215.09562092634533,746,255,397.8087581473094,-41.29979364880201,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,8,989.9000000357628,735.0943073464693,215.09562092634533,735.0943073464692,612.9043790736547,741,578,397.8087581473094,-34.904379073654674,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,9,891.0,735.0943073464692,612.9043790736547,817.8033988749894,223.78869674096927,803,265,397.8087581473094,-43.38853709588295,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,10,956.0,817.8033988749894,223.78869674096927,656.0,587.2050807568878,682,538,397.8087581473094,-55.526230738363,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,11,817.5999999642372,656.0,587.2050807568878,889.8261212717716,265.3710349045211,870,293,397.8087581473095,-34.00580399294406,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,12,867.9000000357628,889.8261212717716,265.3710349045211,594.1966011250106,531.5570504584946,622,503,397.8087581473093,-39.77034849374534,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,13,988.6999999880792,594.1966011250106,531.5570504584946,938.7090915285202,332.65267138484,904,346,397.8087581473092,-36.7326193135577,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,14,832.6999999880791,938.7090915285202,332.65267138484,560.3704798532389,455.5823381635519,601,439,397.8087581473093,-43.765194188532135,0
P1,S0,C1,Dominant,Mouse,Expert,400,50,15,0,15,793.6000000238419,560.3704798532389,455.5823381635519,956.0,414.0,926,417,397.8087581473093,-30.149242250851163,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,1,1192.199999988079,1160.0,481.5,764.3704798532389,439.9176618364481,816,450,397.8087581473093,-52.40057954769223,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,2,908.6999999880792,764.3704798532389,439.9176618364481,1142.7090915285205,562.84732861516,1102,555,397.8087581473095,-41.141604673184325,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,3,1072.399999976158,1142.7090915285205,562.84732861516,798.1966011250105,363.9429495415054,814,374,397.8087581473094,-18.714670121126552,1
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,4,1118.2000000476835,798.1966011250105,363.9429495415054,1093.8261212717716,630.1289650954789,1064,614,397.8087581473093,-32.95751188145691,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,5,1013.7999999523164,1093.8261212717716,630.1289650954789,859.9999999999999,308.2949192431123,882,350,397.8087581473094,-46.67139463453618,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,6,997.8000000119208,859.9999999999999,308.2949192431123,1021.8033988749896,671.7113032590307,1005,619,397.8087581473094,-54.98872970938604,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,7,884.1000000238419,1021.8033988749896,671.7113032590307,939.0943073464692,282.5956209263453,931,322,397.8087581473094,-36.86039772289763,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,8,1390.300000011921,939.0943073464692,282.5956209263453,939.0943073464692,680.4043790736547,939,652,397.8087581473094,-28.404379073654678,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,9,1078.399999976158,939.0943073464692,680.4043790736547,1021.8033988749894,291.28869674096927,1008,329,397.8087581473094,-39.75710880249685,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,10,1813.899999976158,1021.8033988749894,291.28869674096927,860.0,654.7050807568878,883,609,397.8087581473094,-51.10861170738648,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,11,1013.600000023842,860.0,654.7050807568878,1093.8261212717716,332.8710349045211,1078,356,397.8087581473095,-28.014086509087,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,12,1120.800000011921,1093.8261212717716,332.8710349045211,798.1966011250106,599.0570504584946,819,590,397.8087581473093,-21.52028789140587,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,13,1071.0,798.1966011250106,599.0570504584946,1142.7090915285205,400.15267138484,1110,413,397.8087581473093,-34.7505685059889,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,14,1218.199999988079,1142.7090915285205,400.15267138484,764.3704798532389,523.0823381635519,812,517,397.8087581473094,-47.17791136166127,0
20012732,S0,C2,Non-Dominant,Mouse,Intermediate,400,50,15,0,15,989.6999999880792,764.3704798532389,523.0823381635519,1160.0,481.5,1115,476,397.8087581473093,-44.17857874360017,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,1,875.3999999761581,956.0,414.0,560.3704798532389,372.4176618364481,604,377,397.8087581473093,-43.869497836773945,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,2,835.1000000238419,560.3704798532389,372.4176618364481,938.7090915285202,495.34732861516005,901,472,397.8087581473093,-43.07819853711042,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,3,889.0,938.7090915285202,495.34732861516005,594.1966011250105,296.4429495415054,632,314,397.8087581473093,-41.51722900438428,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,4,849.2999999523163,594.1966011250105,296.4429495415054,889.8261212717716,562.6289650954789,870,520,397.8087581473093,-43.25802469519271,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,5,800.8000000119209,889.8261212717716,562.6289650954789,655.9999999999999,240.79491924311236,673,288,397.8087581473094,-48.18206184213605,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,6,1072.4000000357628,655.9999999999999,240.79491924311236,817.8033988749895,604.2113032590307,809,556,397.8087581473094,-47.62388200538796,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,7,889.7999999523163,817.8033988749895,604.2113032590307,735.0943073464693,215.09562092634533,730,246,397.8087581473094,-29.16987818911357,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,8,851.7000000476837,735.0943073464693,215.09562092634533,735.0943073464692,612.9043790736547,729,577,397.8087581473094,-35.90437907365465,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,9,1217.5,735.0943073464692,612.9043790736547,817.8033988749894,223.78869674096927,804,260,397.8087581473094,-38.28988740139613,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,10,874.6999999880791,817.8033988749894,223.78869674096927,656.0,587.2050807568878,670,549,397.8087581473094,-40.59639098738482,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,11,939.1999999880792,656.0,587.2050807568878,889.8261212717716,265.3710349045211,860,288,397.8087581473095,-35.83857154399413,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,12,949.6999999880792,889.8261212717716,265.3710349045211,594.1966011250106,531.5570504584946,631,512,397.8087581473093,-40.43647646581218,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,13,818.0,594.1966011250106,531.5570504584946,938.7090915285202,332.65267138484,896,341,397.8087581473092,-41.160822543833206,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,14,750.6999999880791,938.7090915285202,332.65267138484,560.3704798532389,455.5823381635519,596,443,397.8087581473093,-37.77384362955657,0
P1,S1,C1,Dominant,Mouse,Expert,400,50,15,0,15,835.2000000476837,560.3704798532389,455.5823381635519,956.0,414.0,916,427,397.8087581473093,-41.139745837210455,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,1,1209.4000000357628,956.0,414.0,560.3704798532389,372.4176618364481,595,375,397.8087581473093,-34.70974385192418,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,2,1037.699999988079,560.3704798532389,372.4176618364481,938.7090915285202,495.34732861516005,897,481,397.8087581473093,-44.10127165291652,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,3,1398.300000011921,938.7090915285202,495.34732861516005,594.1966011250105,296.4429495415054,626,316,397.8087581473093,-37.32107658167762,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,4,1267.5,594.1966011250105,296.4429495415054,889.8261212717716,562.6289650954789,860,530,397.8087581473093,-43.99816688637802,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,5,1246.5999999642372,889.8261212717716,562.6289650954789,655.9999999999999,240.79491924311236,683,271,397.8087581473094,-40.30662546068669,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,6,1309.300000011921,655.9999999999999,240.79491924311236,817.8033988749895,604.2113032590307,804,564,397.8087581473094,-42.34920155962615,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,7,1187.899999976158,817.8033988749895,604.2113032590307,735.0943073464693,215.09562092634533,735,252,397.8087581473094,-36.07832224760522,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,8,1292.800000011921,735.0943073464693,215.09562092634533,735.0943073464692,612.9043790736547,737,578,397.8087581473094,-34.90437907365471,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,9,1407.199999988079,735.0943073464692,612.9043790736547,817.8033988749894,223.78869674096927,811,268,397.8087581473094,-44.65968637154224,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,10,1741.4000000357628,817.8033988749894,223.78869674096927,656.0,587.2050807568878,678,554,397.8087581473094,-39.282556843778174,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,11,1576.399999976158,656.0,587.2050807568878,889.8261212717716,265.3710349045211,867,300,397.8087581473095,-41.43227871044618,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,12,1397.800000011921,889.8261212717716,265.3710349045211,594.1966011250106,531.5570504584946,622,508,397.8087581473093,-36.42469546195107,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,13,1350.199999988079,594.1966011250106,531.5570504584946,938.7090915285202,332.65267138484,897,350,397.8087581473092,-44.79479714004875,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,14,1470.5,938.7090915285202,332.65267138484,560.3704798532389,455.5823381635519,597,442,397.8087581473093,-39.03391714022671,0
P1,S1,C2,Non-Dominant,Mouse,Expert,400,50,15,0,15,1340.600000023842,560.3704798532389,455.5823381635519,956.0,414.0,918,418,397.8087581473093,-38.209945877064975,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,1,728.8000000119209,956.0,414.0,560.3704798532389,372.4176618364481,599,371,397.8087581473093,-38.26971758032664,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,2,882.1999999880791,560.3704798532389,372.4176618364481,938.7090915285202,495.34732861516005,906,478,397.8087581473093,-36.46881398938498,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,3,867.8999999761581,938.7090915285202,495.34732861516005,594.1966011250105,296.4429495415054,623,305,397.8087581473093,-29.22300037032435,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,4,790.0,594.1966011250105,296.4429495415054,889.8261212717716,562.6289650954789,866,529,397.8087581473093,-40.20842853987253,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,5,932.4000000357628,889.8261212717716,562.6289650954789,655.9999999999999,240.79491924311236,692,282,397.8087581473094,-54.49587966944336,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,6,1243.699999988079,655.9999999999999,240.79491924311236,817.8033988749895,604.2113032590307,803,566,397.8087581473094,-40.92884728741672,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,7,906.600000023842,817.8033988749895,604.2113032590307,735.0943073464693,215.09562092634533,742,241,397.8087581473094,-26.774080475257648,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,8,801.0,735.0943073464693,215.09562092634533,735.0943073464692,612.9043790736547,737,561,397.8087581473094,-51.90437907365466,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,9,844.0,735.0943073464692,612.9043790736547,817.8033988749894,223.78869674096927,800,256,397.8087581473094,-35.20894376173195,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,10,932.0999999642372,817.8033988749894,223.78869674096927,656.0,587.2050807568878,686,539,397.8087581473094,-56.23963185302361,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,11,939.3000000119208,656.0,587.2050807568878,889.8261212717716,265.3710349045211,858,288,397.8087581473095,-37.01414204857908,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,12,866.8999999761581,889.8261212717716,265.3710349045211,594.1966011250106,531.5570504584946,618,497,397.8087581473093,-40.81255282998893,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,13,816.1000000238419,594.1966011250106,531.5570504584946,938.7090915285202,332.65267138484,903,341,397.8087581473092,-35.098644717342104,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,14,834.3000000119209,938.7090915285202,332.65267138484,560.3704798532389,455.5823381635519,604,445,397.8087581473093,-44.76426177116792,0
P1,S2,C1,Dominant,Mouse,Expert,400,50,15,0,15,959.6999999880792,560.3704798532389,455.5823381635519,956.0,414.0,918,402,397.8087581473093,-36.53749046478254,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,1,1465.600000023842,956.0,414.0,560.3704798532389,372.4176618364481,604,372,397.8087581473093,-43.34685552043568,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,2,1099.399999976158,560.3704798532389,372.4176618364481,938.7090915285202,495.34732861516005,901,470,397.8087581473093,-43.696232525860346,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,3,1604.0,938.7090915285202,495.34732861516005,594.1966011250105,296.4429495415054,630,324,397.8087581473093,-44.7851781968154,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,4,1229.0,594.1966011250105,296.4429495415054,889.8261212717716,562.6289650954789,862,540,397.8087581473093,-35.820571171834665,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,5,1126.800000011921,889.8261212717716,562.6289650954789,655.9999999999999,240.79491924311236,673,270,397.8087581473094,-33.61975594338706,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,6,1374.5999999642372,655.9999999999999,240.79491924311236,817.8033988749895,604.2113032590307,808,582,397.8087581473094,-24.278436749756096,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,7,1315.7000000476835,817.8033988749895,604.2113032590307,735.0943073464693,215.09562092634533,736,249,397.8087581473094,-33.35179113622158,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,8,1463.0,735.0943073464693,215.09562092634533,735.0943073464692,612.9043790736547,735,579,397.8087581473094,-33.904379073654674,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,9,1241.699999988079,735.0943073464692,612.9043790736547,817.8033988749894,223.78869674096927,810,265,397.8087581473094,-41.9331552601586,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,10,1496.0,817.8033988749894,223.78869674096927,656.0,587.2050807568878,675,554,397.8087581473094,-38.0623469145508,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,11,1489.899999976158,656.0,587.2050807568878,889.8261212717716,265.3710349045211,865,287,397.8087581473095,-32.0906282881568,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,12,1652.199999988079,889.8261212717716,265.3710349045211,594.1966011250106,531.5570504584946,625,515,397.8087581473093,-33.97021569387123,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,13,1355.5,594.1966011250106,531.5570504584946,938.7090915285202,332.65267138484,911,347,397.8087581473092,-31.17044148706658,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,14,1382.4000000357628,938.7090915285202,332.65267138484,560.3704798532389,455.5823381635519,596,442,397.8087581473093,-38.0828606239315,0
P1,S2,C2,Non-Dominant,Mouse,Expert,400,50,15,0,15,1118.5,560.3704798532389,455.5823381635519,956.0,414.0,913,412,397.8087581473093,-42.55538457430045,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,1,919.2000000476836,956.0,414.0,560.3704798532389,372.4176618364481,619,385,397.8087581473093,-59.62355397343926,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,2,1099.399999976158,560.3704798532389,372.4176618364481,938.7090915285202,495.34732861516005,895,471,397.8087581473093,-49.09355462925631,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,3,849.1999999880791,938.7090915285202,495.34732861516005,594.1966011250105,296.4429495415054,625,330,397.8087581473093,-43.45505117789323,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,4,825.3000000119209,594.1966011250105,296.4429495415054,889.8261212717716,562.6289650954789,856,537,397.8087581473093,-42.2868319437756,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,5,783.0,889.8261212717716,562.6289650954789,655.9999999999999,240.79491924311236,671,272,397.8087581473094,-34.062219427551945,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,6,795.0,655.9999999999999,240.79491924311236,817.8033988749895,604.2113032590307,800,571,397.8087581473094,-37.58132992843115,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,7,864.1999999880791,817.8033988749895,604.2113032590307,735.0943073464693,215.09562092634533,728,262,397.8087581473094,-44.404416419219,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,8,882.1999999880791,735.0943073464693,215.09562092634533,735.0943073464692,612.9043790736547,733,579,397.8087581473094,-33.90437907365464,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,9,811.0,735.0943073464692,612.9043790736547,817.8033988749894,223.78869674096927,815,257,397.8087581473094,-33.06841600019936,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,10,856.7000000476837,817.8033988749894,223.78869674096927,656.0,587.2050807568878,685,539,397.8087581473094,-55.83289520994781,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,11,735.6999999880791,656.0,587.2050807568878,889.8261212717716,265.3710349045211,862,291,397.8087581473095,-37.09005202253404,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,12,799.0,889.8261212717716,265.3710349045211,594.1966011250106,531.5570504584946,632,494,397.8087581473093,-53.22397220574901,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,13,770.5999999642372,594.1966011250106,531.5570504584946,938.7090915285202,332.65267138484,891,356,397.8087581473092,-52.99094956275538,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,14,881.5,938.7090915285202,332.65267138484,560.3704798532389,455.5823381635519,598,449,397.8087581473093,-37.82185469589721,0
20012732,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,15,858.3000000119209,560.3704798532389,455.5823381635519,956.0,414.0,908,413,397.8087581473093,-47.63252251440946,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,1,1131.800000011921,956.0,414.0,560.3704798532389,372.4176618364481,606,374,397.8087581473093,-45.54495623770752,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,2,1111.800000011921,560.3704798532389,372.4176618364481,938.7090915285202,495.34732861516005,905,474,397.8087581473093,-38.655938483179895,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,3,1036.5999999642372,938.7090915285202,495.34732861516005,594.1966011250105,296.4429495415054,625,309,397.8087581473093,-32.95505117789319,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,4,1175.300000011921,594.1966011250105,296.4429495415054,889.8261212717716,562.6289650954789,864,537,397.8087581473093,-36.341673339956486,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,5,1211.5,889.8261212717716,562.6289650954789,655.9999999999999,240.79491924311236,671,272,397.8087581473094,-34.062219427551945,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,6,1075.100000023842,655.9999999999999,240.79491924311236,817.8033988749895,604.2113032590307,820,567,397.8087581473094,-33.100778897485526,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,7,1329.0,817.8033988749895,604.2113032590307,735.0943073464693,215.09562092634533,738,253,397.8087581473094,-37.68020492079231,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,8,1471.5,735.0943073464693,215.09562092634533,735.0943073464692,612.9043790736547,739,558,397.8087581473094,-54.90437907365471,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,9,246.0999999642372,735.0943073464692,612.9043790736547,817.8033988749894,223.78869674096927,739,558,397.8087581473094,-343.29213232322456,1
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,10,1722.300000011921,817.8033988749894,223.78869674096927,656.0,587.2050807568878,675,552,397.8087581473094,-39.889437829836005,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,11,1105.5,656.0,587.2050807568878,889.8261212717716,265.3710349045211,860,300,397.8087581473095,-45.54677547649352,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,12,1718.0,889.8261212717716,265.3710349045211,594.1966011250106,531.5570504584946,626,504,397.8087581473093,-42.07379718929606,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,13,1217.5,594.1966011250106,531.5570504584946,938.7090915285202,332.65267138484,901,346,397.8087581473092,-39.330695524910965,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,14,1282.5,938.7090915285202,332.65267138484,560.3704798532389,455.5823381635519,601,443,397.8087581473093,-42.52912621103235,0
P1,S3,C2,Non-Dominant,Mouse,Expert,400,50,15,0,15,1013.6999999880792,560.3704798532389,455.5823381635519,956.0,414.0,931,410,397.8087581473093,-24.44493353113621,0
