Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Mean Completion Time (ms),Error (%),SDx,We,IDe,Ae,Throughput (bps)
P1,S3,C1,Dominant,Mouse,Intermediate,400,50,15,0,848.6866666674614,0,8.617164008434202,35.61473884685856,3.450281787050439,353.6706248949951,4.065436541613955
